"Date","Time","Open","High","Low","Close","Vol","OI"
12/23/1994,16:00,11.69,11.69,11.25,11.44,8035400,0
12/30/1994,16:00,11.75,12.50,11.75,12.44,7438000,0
01/06/1995,16:00,12.63,13.94,12.44,13.94,13912400,0
01/13/1995,16:00,14.38,16.00,14.06,15.75,26656000,0
01/20/1995,16:00,15.94,16.13,15.63,15.69,13168600,0
01/27/1995,16:00,15.25,15.63,14.75,15.13,10930000,0
02/03/1995,16:00,15.19,16.00,14.63,15.69,10389800,0
02/10/1995,16:00,15.56,16.06,15.19,15.75,15034600,0
02/17/1995,16:00,15.81,15.81,15.19,15.38,7300400,0
02/24/1995,16:00,15.31,15.38,14.50,14.88,7505400,0
03/03/1995,16:00,14.81,15.88,14.69,15.75,8755000,0
03/10/1995,16:00,15.69,17.50,15.56,16.94,23603000,0
03/17/1995,16:00,16.94,17.81,16.88,17.25,10439800,0
03/24/1995,16:00,17.19,17.94,16.50,17.19,11964000,0
03/31/1995,16:00,17.31,17.69,16.13,16.94,13003800,0
04/07/1995,16:00,16.88,18.44,16.56,18.44,16464800,0
04/14/1995,16:00,18.38,18.38,16.56,17.44,19873600,0
04/21/1995,16:00,17.44,17.44,16.25,17.00,9584400,0
04/28/1995,16:00,17.00,18.38,17.00,18.00,14954800,0
05/05/1995,16:00,17.88,17.94,17.00,17.31,10456200,0
05/12/1995,16:00,17.38,18.81,17.31,17.81,21014200,0
05/19/1995,16:00,17.81,18.00,17.19,17.44,12760400,0
05/26/1995,16:00,17.44,18.00,16.63,17.00,11433600,0
06/02/1995,16:00,17.06,17.19,16.06,17.06,6845600,0
06/09/1995,16:00,17.38,17.63,16.81,17.19,10324400,0
06/16/1995,16:00,17.31,18.13,17.06,17.38,14085600,0
06/23/1995,16:00,17.44,19.63,17.38,19.44,25716000,0
06/30/1995,16:00,19.13,19.44,17.75,18.25,19299000,0
07/07/1995,16:00,18.19,18.19,17.13,17.75,20656600,0
07/14/1995,16:00,17.81,18.25,16.50,17.44,34906200,0
07/21/1995,16:00,17.56,17.69,15.19,16.13,20844800,0
07/28/1995,16:00,16.13,17.06,16.13,16.63,10860000,0
08/04/1995,16:00,16.69,16.69,15.25,16.00,10187200,0
08/11/1995,16:00,16.06,16.88,16.00,16.75,8493400,0
08/18/1995,16:00,16.81,18.00,16.75,17.56,14847800,0
08/25/1995,16:00,17.81,18.00,16.44,16.44,15095200,0
09/01/1995,16:00,16.50,17.13,15.69,16.88,13875400,0
09/08/1995,16:00,17.00,17.94,16.94,17.13,10909000,0
09/15/1995,16:00,17.19,17.63,16.88,17.00,16420000,0
09/22/1995,16:00,17.00,17.19,16.31,16.56,14518000,0
09/29/1995,16:00,16.38,16.44,14.00,14.56,25215000,0
10/06/1995,16:00,14.44,14.63,13.31,13.69,13522600,0
10/13/1995,16:00,13.63,14.25,12.31,13.81,15822200,0
10/20/1995,16:00,13.63,14.19,13.06,13.06,10621000,0
10/27/1995,16:00,13.13,14.25,11.88,12.25,22888000,0
11/03/1995,16:00,12.13,12.31,11.25,11.44,14815000,0
11/10/1995,16:00,11.44,11.44,10.38,10.88,17735400,0
11/17/1995,16:00,10.81,11.06,10.38,10.75,9306800,0
11/24/1995,16:00,10.75,11.00,10.00,10.38,11388000,0
12/01/1995,16:00,10.56,10.75,9.69,9.75,19410600,0
12/08/1995,16:00,9.88,10.31,9.63,9.94,20675400,0
12/15/1995,16:00,9.94,9.94,9.00,9.13,13917600,0
12/22/1995,16:00,8.75,8.88,8.25,8.69,13072600,0
12/29/1995,16:00,8.63,8.75,8.06,8.25,9924400,0
01/05/1996,16:00,8.25,10.00,8.06,9.06,11901600,0
01/12/1996,16:00,9.00,9.31,8.13,9.00,15767000,0
01/19/1996,16:00,8.94,9.88,8.94,9.31,13963200,0
01/26/1996,16:00,9.44,10.44,9.44,10.06,15841000,0
02/02/1996,16:00,10.13,10.31,9.69,10.06,8732800,0
02/09/1996,16:00,10.13,10.63,10.00,10.56,12764800,0
02/16/1996,16:00,10.44,10.56,9.94,10.00,9607000,0
02/23/1996,16:00,9.94,10.50,9.81,10.25,7014400,0
03/01/1996,16:00,9.88,10.19,9.38,9.56,8894800,0
